customer_id,first_name,last_name,gender,birth_date,country,city,customer_segment,loyalty_tier,signup_date,preferred_channel
CUST0208,Amadou,Kouassi,M,1994-09-10 00:00:00,Benin,Cotonou,Standard,None,2023-09-06 00:00:00,Travel Agency
CUST0209,Yao,Sow,M,1990-01-12 00:00:00,Ghana,Accra,Business,None,2024-07-24 00:00:00,Travel Agency
CUST0210,Fatou,Mensah,F,1983-01-25 00:00:00,Nigeria,Lagos,Budget,None,2023-12-23 00:00:00,Corporate Desk
CUST0211,Awa,Sow,M,1993-06-24 00:00:00,Benin,Cotonou,Standard,Gold,2024-11-24 00:00:00,Mobile App
CUST0212,Jean,Amani,F,1977-10-20 00:00:00,Nigeria,Lagos,Business,Explorer,2024-05-01 00:00:00,Travel Agency
CUST0213,Serge,Diallo,M,1971-01-14 00:00:00,Benin,Cotonou,Standard,Gold,2024-08-08 00:00:00,Mobile App
CUST0214,Fatou,Ndiaye,F,1989-08-23 00:00:00,Nigeria,Lagos,Standard,Explorer,2023-12-28 00:00:00,Corporate Desk
CUST0215,Bintou,Ndiaye,M,1985-01-26 00:00:00,France,Paris,Standard,None,2024-07-03 00:00:00,Travel Agency
CUST0216,Amadou,Ndiaye,M,1979-02-27 00:00:00,Ghana,Accra,Standard,Silver,2023-09-06 00:00:00,Travel Agency
CUST0217,Amadou,Konan,F,1968-05-19 00:00:00,Ghana,Accra,Standard,Explorer,2023-11-16 00:00:00,Corporate Desk
CUST0218,Bintou,Ouattara,M,1994-06-02 00:00:00,France,Paris,Standard,None,2023-03-11 00:00:00,Mobile App
CUST0219,Amadou,Amani,M,2000-10-05 00:00:00,Côte d'Ivoire,Abidjan,Premium,Explorer,2024-03-26 00:00:00,Travel Agency
CUST0220,Bintou,Traore,F,1988-06-12 00:00:00,Benin,Cotonou,Business,Explorer,2023-04-24 00:00:00,Travel Agency
CUST0221,Jean,Sow,M,1975-09-10 00:00:00,Benin,Cotonou,Standard,None,2023-07-06 00:00:00,Web
CUST0222,Didier,Ndiaye,F,1987-10-21 00:00:00,Benin,Cotonou,Business,None,2023-01-03 00:00:00,Travel Agency
CUST0223,Serge,Sow,F,1984-07-27 00:00:00,Benin,Cotonou,Standard,Silver,2023-07-21 00:00:00,Mobile App
CUST0224,Bintou,Ndiaye,M,1999-09-05 00:00:00,Nigeria,Lagos,Standard,None,2023-06-10 00:00:00,Web
CUST0225,Koffi,Traore,F,1998-08-27 00:00:00,Côte d'Ivoire,Bouaké,Standard,Silver,2023-03-05 00:00:00,Web
CUST0226,Didier,Amani,F,1980-06-09 00:00:00,Benin,Cotonou,Budget,Explorer,2024-08-19 00:00:00,Web
CUST0227,Yao,Kone,M,1966-01-08 00:00:00,Senegal,Dakar,Standard,Gold,2024-03-26 00:00:00,Web
CUST0228,Yao,Kouassi,F,1967-03-19 00:00:00,France,Paris,Standard,Gold,2024-04-11 00:00:00,Travel Agency
CUST0229,Didier,Mensah,M,1969-04-22 00:00:00,Nigeria,Lagos,Business,Explorer,2024-02-28 00:00:00,Travel Agency
CUST0230,Serge,Kone,F,1980-02-06 00:00:00,Nigeria,Lagos,Standard,None,2023-10-25 00:00:00,Corporate Desk
CUST0231,Jean,Traore,M,1999-07-11 00:00:00,France,Paris,Business,Gold,2024-03-08 00:00:00,Travel Agency
CUST0232,Yao,Ouattara,F,1994-05-12 00:00:00,France,Paris,Standard,None,2023-01-26 00:00:00,Travel Agency
CUST0233,Yao,Diallo,F,1977-05-18 00:00:00,Ghana,Accra,Standard,Explorer,2023-09-03 00:00:00,Mobile App
CUST0234,Jean,Kouassi,M,1989-11-19 00:00:00,Senegal,Dakar,Standard,Explorer,2023-07-29 00:00:00,Mobile App
CUST0235,Aminata,Diallo,M,1993-10-12 00:00:00,Nigeria,Lagos,Standard,Explorer,2023-05-09 00:00:00,Web
CUST0236,Bintou,Traore,M,1989-01-22 00:00:00,Benin,Cotonou,Standard,Explorer,2023-03-30 00:00:00,Mobile App
CUST0237,Jean,Kouassi,F,1969-09-12 00:00:00,Ghana,Accra,Budget,Silver,2023-04-01 00:00:00,Mobile App
CUST0238,Mariam,Ouattara,M,1987-07-28 00:00:00,Senegal,Dakar,Business,Gold,2023-05-16 00:00:00,Travel Agency
CUST0239,Awa,Amani,M,1991-01-22 00:00:00,Ghana,Accra,Standard,Silver,2023-12-27 00:00:00,Web
CUST0240,Fatou,Traore,M,1979-12-22 00:00:00,Ghana,Accra,Standard,Explorer,2024-03-17 00:00:00,Mobile App
CUST0241,Mariam,Ouattara,F,2000-05-21 00:00:00,Senegal,Dakar,Standard,None,2024-05-24 00:00:00,Travel Agency
CUST0242,Aminata,Ndiaye,M,1965-02-27 00:00:00,Nigeria,Lagos,Premium,Gold,2024-08-22 00:00:00,Web
CUST0243,Aminata,Traore,F,1985-04-25 00:00:00,Ghana,Accra,Business,None,2024-02-08 00:00:00,Mobile App
CUST0244,Bintou,Traore,M,1992-08-11 00:00:00,Senegal,Dakar,Standard,Silver,2023-07-30 00:00:00,Corporate Desk
CUST0245,Bintou,Diallo,M,1977-01-23 00:00:00,Benin,Cotonou,Budget,None,2024-10-14 00:00:00,Mobile App
CUST0246,Fatou,Kouassi,F,1975-06-12 00:00:00,France,Paris,Budget,Explorer,2023-05-21 00:00:00,Mobile App
CUST0247,Serge,Kone,M,1980-12-08 00:00:00,Benin,Cotonou,Standard,Explorer,2024-10-18 00:00:00,Travel Agency
CUST0248,Fatou,Diallo,F,1980-06-21 00:00:00,Benin,Cotonou,Standard,Silver,2023-06-23 00:00:00,Mobile App
CUST0249,Nadia,Ouattara,F,1972-12-10 00:00:00,France,Paris,Standard,None,2023-03-03 00:00:00,Travel Agency
CUST0250,Yao,Traore,M,1993-02-06 00:00:00,Senegal,Dakar,Standard,Explorer,2023-10-24 00:00:00,Mobile App
CUST0251,Koffi,Konan,F,1994-08-03 00:00:00,France,Paris,Premium,Explorer,2023-04-22 00:00:00,Corporate Desk
CUST0252,Nadia,Kouassi,M,1965-06-03 00:00:00,Nigeria,Lagos,Standard,Gold,2024-10-30 00:00:00,Travel Agency
CUST0253,Yao,Traore,F,1966-01-25 00:00:00,Benin,Cotonou,Business,None,2023-07-10 00:00:00,Mobile App
CUST0254,Serge,Mensah,M,1989-03-21 00:00:00,Côte d'Ivoire,Bouaké,Standard,Explorer,2024-07-18 00:00:00,Travel Agency
CUST0255,Yao,Konan,F,1971-10-26 00:00:00,Senegal,Dakar,Premium,Gold,2024-05-21 00:00:00,Corporate Desk
CUST0256,Serge,Diallo,M,1970-03-23 00:00:00,Nigeria,Lagos,Budget,Explorer,2024-02-16 00:00:00,Web
CUST0257,Nadia,Kone,F,1978-12-12 00:00:00,Côte d'Ivoire,Abidjan,Budget,Explorer,2024-06-07 00:00:00,Corporate Desk
CUST0258,Fatou,Traore,F,1997-12-14 00:00:00,Ghana,Accra,Budget,None,2023-06-30 00:00:00,Mobile App
CUST0259,Fatou,Konan,M,1987-10-07 00:00:00,Nigeria,Lagos,Budget,None,2024-04-16 00:00:00,Corporate Desk
CUST0260,Aminata,Diallo,M,1970-01-24 00:00:00,France,Paris,Standard,None,2024-08-07 00:00:00,Corporate Desk
CUST0261,Nadia,Diallo,M,1986-09-21 00:00:00,Senegal,Dakar,Business,None,2024-04-03 00:00:00,Web
CUST0262,Aminata,Ndiaye,M,2000-10-14 00:00:00,Ghana,Accra,Standard,Explorer,2024-02-10 00:00:00,Travel Agency
CUST0263,Yao,Diallo,F,2000-12-04 00:00:00,Côte d'Ivoire,Abidjan,Business,None,2023-04-08 00:00:00,Mobile App
CUST0264,Aminata,Mensah,M,1979-09-15 00:00:00,France,Paris,Standard,Silver,2024-06-09 00:00:00,Web
CUST0265,Aminata,Traore,M,1973-09-18 00:00:00,Nigeria,Lagos,Standard,Gold,2024-06-11 00:00:00,Web
CUST0266,Aminata,Ouattara,F,1977-10-16 00:00:00,Nigeria,Lagos,Budget,Silver,2023-02-28 00:00:00,Corporate Desk
CUST0267,Awa,Amani,F,1965-12-20 00:00:00,Ghana,Accra,Standard,None,2023-05-19 00:00:00,Corporate Desk
CUST0268,Didier,Kouassi,F,1987-03-12 00:00:00,Côte d'Ivoire,Yamoussoukro,Business,Silver,2024-11-27 00:00:00,Web
CUST0269,Koffi,Kouassi,M,1997-12-17 00:00:00,Senegal,Dakar,Business,None,2024-09-10 00:00:00,Travel Agency
CUST0270,Jean,Sow,M,1972-01-22 00:00:00,Côte d'Ivoire,Abidjan,Standard,None,2024-04-02 00:00:00,Web
CUST0271,Nadia,Traore,F,1996-02-03 00:00:00,France,Paris,Budget,Explorer,2023-10-24 00:00:00,Corporate Desk
CUST0272,Didier,Mensah,M,1993-01-01 00:00:00,Ghana,Accra,Premium,Explorer,2024-05-10 00:00:00,Web
CUST0273,Koffi,Diallo,M,1995-03-23 00:00:00,Côte d'Ivoire,Bouaké,Standard,Gold,2024-09-17 00:00:00,Web
CUST0274,Jean,Sow,F,1984-03-19 00:00:00,Senegal,Dakar,Standard,Silver,2024-04-23 00:00:00,Travel Agency
CUST0275,Nadia,Ouattara,M,1985-01-11 00:00:00,France,Paris,Standard,None,2024-04-15 00:00:00,Web
CUST0276,Mariam,Diallo,M,1989-05-03 00:00:00,Benin,Cotonou,Standard,Explorer,2024-08-21 00:00:00,Mobile App
CUST0277,Awa,Sow,F,1977-07-21 00:00:00,Benin,Cotonou,Standard,None,2023-09-01 00:00:00,Mobile App
CUST0278,Koffi,Mensah,M,1988-09-28 00:00:00,Benin,Cotonou,Standard,Explorer,2024-02-20 00:00:00,Travel Agency
CUST0279,Serge,Amani,M,1995-09-12 00:00:00,Côte d'Ivoire,Abidjan,Business,Gold,2023-06-04 00:00:00,Mobile App
CUST0280,Awa,Kone,M,1993-07-19 00:00:00,Ghana,Accra,Premium,Explorer,2023-05-28 00:00:00,Travel Agency
CUST0281,Fatou,Mensah,M,1969-04-19 00:00:00,Benin,Cotonou,Standard,None,2023-12-28 00:00:00,Corporate Desk
CUST0282,Serge,Ouattara,F,1996-06-06 00:00:00,Senegal,Dakar,Business,Explorer,2023-06-18 00:00:00,Travel Agency
CUST0283,Serge,Konan,F,1968-07-15 00:00:00,Ghana,Accra,Business,None,2024-05-28 00:00:00,Web
CUST0284,Yao,Konan,F,1968-02-03 00:00:00,Ghana,Accra,Business,None,2023-10-05 00:00:00,Web
CUST0285,Jean,Konan,F,1985-06-28 00:00:00,Benin,Cotonou,Standard,Explorer,2024-11-26 00:00:00,Travel Agency
CUST0286,Awa,Ouattara,F,1970-11-20 00:00:00,Ghana,Accra,Business,Gold,2024-02-14 00:00:00,Travel Agency
CUST0287,Awa,Konan,M,1985-01-14 00:00:00,Nigeria,Lagos,Budget,None,2023-08-04 00:00:00,Mobile App
CUST0288,Koffi,Amani,M,1992-06-18 00:00:00,France,Paris,Business,Explorer,2023-12-05 00:00:00,Mobile App
CUST0289,Didier,Mensah,M,1967-11-10 00:00:00,Benin,Cotonou,Standard,Explorer,2024-06-26 00:00:00,Travel Agency
CUST0290,Fatou,Konan,M,1971-11-26 00:00:00,Ghana,Accra,Budget,Explorer,2024-02-15 00:00:00,Web
CUST0291,Didier,Diallo,F,1968-09-17 00:00:00,Côte d'Ivoire,Abidjan,Standard,None,2024-09-12 00:00:00,Travel Agency
CUST0292,Mariam,Diallo,F,1998-01-12 00:00:00,Benin,Cotonou,Standard,Gold,2023-08-07 00:00:00,Travel Agency
CUST0293,Nadia,Kouassi,M,1966-02-22 00:00:00,Nigeria,Lagos,Budget,Explorer,2024-02-16 00:00:00,Travel Agency
CUST0294,Yao,Ndiaye,M,1991-07-22 00:00:00,Côte d'Ivoire,Yamoussoukro,Business,None,2023-01-22 00:00:00,Travel Agency
CUST0295,Amadou,Kouassi,F,1987-04-11 00:00:00,Benin,Cotonou,Standard,None,2024-05-25 00:00:00,Mobile App
CUST0296,Mariam,Kone,M,1973-05-10 00:00:00,France,Paris,Standard,Explorer,2023-09-13 00:00:00,Mobile App
CUST0297,Aminata,Ndiaye,M,1978-10-02 00:00:00,Senegal,Dakar,Business,Silver,2023-02-17 00:00:00,Corporate Desk
CUST0298,Amadou,Diallo,M,1966-02-05 00:00:00,Ghana,Accra,Budget,None,2024-05-29 00:00:00,Travel Agency
CUST0299,Mariam,Kone,M,1970-07-11 00:00:00,Côte d'Ivoire,Yamoussoukro,Premium,Silver,2023-12-10 00:00:00,Web
CUST0300,Yao,Kouassi,F,1967-03-17 00:00:00,France,Paris,Standard,Silver,2023-01-21 00:00:00,Web
